Ticket_ID,Priority,Issue_Category,Created_Time,Resolved_Time,Vendor_Name
TICK-1482,P2,Printer Network Offline,2026-01-04 12:33:00,2026-01-04 15:53:17.821068,Malawi Cloud Partners
TICK-1483,P3,New Employee Onboarding Set,2026-03-28 04:10:00,2026-03-29 08:07:23.930971,NetConnect Solutions
TICK-1484,P1,Core Switch Failure,2026-03-11 17:20:00,2026-03-11 18:24:24.547329,NetConnect Solutions
TICK-1485,P3,New Employee Onboarding Set,2026-02-11 03:40:00,2026-02-12 06:17:23.691355,Malawi Cloud Partners
TICK-1486,P3,Password Reset,2026-02-07 01:16:00,2026-02-07 05:23:20.055090,Internal IT Desk
TICK-1487,P3,New Employee Onboarding Set,2026-02-06 05:57:00,2026-02-06 20:04:14.321249,Internal IT Desk
TICK-1488,P3,New Employee Onboarding Set,2026-03-17 22:52:00,2026-03-18 11:31:09.306591,InnoTech Hardware
TICK-1489,P3,New Employee Onboarding Set,2026-03-27 20:26:00,2026-03-29 01:40:45.020749,Internal IT Desk
TICK-1490,P3,New Employee Onboarding Set,2026-02-26 05:26:00,2026-02-27 14:33:05.450172,InnoTech Hardware
TICK-1491,P1,ERP System Down,2026-02-09 01:11:00,2026-02-09 01:14:53.345271,Malawi Cloud Partners
TICK-1492,P2,VPN Connectivity Issue,2026-02-22 06:09:00,2026-02-22 16:35:32.953287,InnoTech Hardware
TICK-1493,P1,Database Corruption,2026-02-14 16:25:00,2026-02-14 16:51:24.035421,InnoTech Hardware
TICK-1494,P3,New Employee Onboarding Set,2026-03-26 13:01:00,2026-03-27 01:55:36.219830,NetConnect Solutions
TICK-1495,P3,Password Reset,2026-02-23 10:00:00,2026-02-24 20:12:26.761578,InnoTech Hardware
TICK-1496,P1,ERP System Down,2026-02-20 20:35:00,2026-02-20 22:05:32.673387,InnoTech Hardware
TICK-1497,P1,Database Corruption,2026-01-26 20:10:00,2026-01-26 21:12:07.581428,NetConnect Solutions
TICK-1498,P3,Software Installation,2026-02-09 10:35:00,2026-02-10 05:48:51.482613,NetConnect Solutions
TICK-1499,P3,New Employee Onboarding Set,2026-02-28 06:39:00,2026-02-28 22:29:02.487090,InnoTech Hardware
TICK-1500,P3,New Employee Onboarding Set,2026-02-23 01:54:00,2026-02-23 23:33:58.390808,Malawi Cloud Partners
TICK-1501,P3,New Employee Onboarding Set,2026-01-24 21:21:00,2026-01-25 22:23:07.121146,NetConnect Solutions
TICK-1502,P3,Password Reset,2026-03-10 23:32:00,2026-03-11 10:26:13.326241,Malawi Cloud Partners
TICK-1503,P3,New Employee Onboarding Set,2026-02-05 14:19:00,2026-02-06 03:45:58.730216,NetConnect Solutions
TICK-1504,P1,ERP System Down,2026-03-24 02:51:00,2026-03-24 03:25:07.964530,InnoTech Hardware
TICK-1505,P3,Password Reset,2026-03-22 12:42:00,2026-03-22 23:04:29.599668,Malawi Cloud Partners
TICK-1506,P2,Email Server Delay,2026-03-14 01:52:00,2026-03-14 10:32:07.199780,InnoTech Hardware
TICK-1507,P1,Database Corruption,2026-03-14 08:39:00,2026-03-14 09:49:38.117234,Malawi Cloud Partners
TICK-1508,P3,Software Installation,2026-01-17 00:24:00,2026-01-17 12:08:25.599385,Malawi Cloud Partners
TICK-1509,P2,Printer Network Offline,2026-03-02 10:39:00,2026-03-02 19:44:37.786815,Malawi Cloud Partners
TICK-1510,P2,Printer Network Offline,2026-02-11 06:34:00,2026-02-11 15:55:43.215302,NetConnect Solutions
TICK-1511,P3,Password Reset,2026-01-03 17:36:00,2026-01-04 06:08:00.982655,Malawi Cloud Partners
TICK-1512,P2,Printer Network Offline,2026-02-13 18:29:00,2026-02-13 20:53:59.645462,Internal IT Desk
TICK-1513,P3,New Employee Onboarding Set,2026-01-12 18:36:00,2026-01-13 13:09:26.656071,Internal IT Desk
TICK-1514,P2,VPN Connectivity Issue,2026-02-13 16:16:00,2026-02-14 04:01:36.497638,Internal IT Desk
TICK-1515,P3,Software Installation,2026-03-15 22:48:00,2026-03-17 03:26:42.225994,Malawi Cloud Partners
TICK-1516,P2,Email Server Delay,2026-02-16 11:15:00,2026-02-16 15:54:20.981987,NetConnect Solutions
TICK-1517,P2,Email Server Delay,2026-03-29 18:07:00,2026-03-30 01:17:46.578998,InnoTech Hardware
TICK-1518,P2,Email Server Delay,2026-01-21 16:22:00,2026-01-22 00:02:51.330444,Internal IT Desk
TICK-1519,P3,New Employee Onboarding Set,2026-03-21 05:07:00,2026-03-22 13:15:10.189230,InnoTech Hardware
TICK-1520,P1,Database Corruption,2026-01-25 17:24:00,2026-01-25 20:03:21.047769,InnoTech Hardware
TICK-1521,P3,New Employee Onboarding Set,2026-01-12 14:58:00,2026-01-13 01:35:37.334574,Internal IT Desk
TICK-1522,P2,Email Server Delay,2026-01-26 08:44:00,2026-01-26 17:50:04.875545,InnoTech Hardware
TICK-1523,P2,VPN Connectivity Issue,2026-01-26 14:31:00,2026-01-26 21:15:02.431734,Internal IT Desk
TICK-1524,P3,Password Reset,2026-01-10 15:06:00,2026-01-12 01:44:57.385074,Internal IT Desk
TICK-1525,P2,Printer Network Offline,2026-01-17 22:25:00,2026-01-18 10:19:47.804456,Internal IT Desk
TICK-1526,P3,Password Reset,2026-03-26 21:57:00,2026-03-27 04:22:09.700679,Internal IT Desk
TICK-1527,P2,Printer Network Offline,2026-01-07 13:14:00,2026-01-07 17:11:29.991029,Malawi Cloud Partners
TICK-1528,P3,Password Reset,2026-01-07 08:50:00,2026-01-08 13:50:08.277782,NetConnect Solutions
TICK-1529,P2,VPN Connectivity Issue,2026-02-17 07:49:00,2026-02-17 17:55:40.455718,NetConnect Solutions
TICK-1530,P2,Email Server Delay,2026-02-28 22:28:00,2026-03-01 03:03:56.579253,InnoTech Hardware
TICK-1531,P3,Password Reset,2026-03-23 19:38:00,2026-03-24 08:55:46.119053,Malawi Cloud Partners
TICK-1532,P3,Software Installation,2026-01-18 09:38:00,2026-01-19 11:42:47.969738,NetConnect Solutions
TICK-1533,P1,ERP System Down,2026-01-17 13:30:00,2026-01-17 14:31:54.046923,NetConnect Solutions
TICK-1534,P2,Printer Network Offline,2026-01-24 02:43:00,2026-01-24 08:52:23.118721,Malawi Cloud Partners
TICK-1535,P3,Software Installation,2026-03-01 12:33:00,2026-03-02 03:53:11.646510,InnoTech Hardware
TICK-1536,P3,Software Installation,2026-01-03 04:42:00,2026-01-04 04:34:08.669593,NetConnect Solutions
TICK-1537,P3,Software Installation,2026-02-09 22:22:00,2026-02-10 19:51:58.230640,Malawi Cloud Partners
TICK-1538,P2,Printer Network Offline,2026-02-08 14:55:00,2026-02-08 22:31:31.480681,Malawi Cloud Partners
TICK-1539,P2,Email Server Delay,2026-01-04 21:24:00,2026-01-05 08:22:36.288216,Internal IT Desk
TICK-1540,P1,Database Corruption,2026-01-13 17:32:00,2026-01-13 19:53:48.925457,InnoTech Hardware
TICK-1541,P2,VPN Connectivity Issue,2026-01-16 12:41:00,2026-01-17 00:17:22.571118,Internal IT Desk
TICK-1542,P2,Printer Network Offline,2026-03-07 22:34:00,2026-03-08 07:41:02.021007,Internal IT Desk
TICK-1543,P3,Password Reset,2026-02-11 01:29:00,2026-02-11 13:47:19.213422,Internal IT Desk
TICK-1544,P3,Software Installation,2026-01-13 12:17:00,2026-01-13 18:37:18.995946,InnoTech Hardware
TICK-1545,P1,Database Corruption,2026-02-01 02:58:00,2026-02-01 03:16:58.611282,Malawi Cloud Partners
TICK-1546,P3,New Employee Onboarding Set,2026-02-08 13:51:00,2026-02-10 00:02:54.423493,NetConnect Solutions
TICK-1547,P2,VPN Connectivity Issue,2026-01-29 16:28:00,2026-01-30 04:14:23.084688,Internal IT Desk
TICK-1548,P2,VPN Connectivity Issue,2026-03-03 20:43:00,2026-03-04 03:29:08.403833,Malawi Cloud Partners
TICK-1549,P2,VPN Connectivity Issue,2026-02-26 15:55:00,2026-02-27 00:34:57.617246,InnoTech Hardware
